CustomerID,Recency,Frequency,Monetary,Cluster,CustomerSegment,PC1,PC2
12603,22,1,739.2,0,Regular Customers,-0.23373606,-0.953375096
12604,79,2,254.18,0,Regular Customers,-0.650406358,-0.518296252
12607,60,1,1579.51,0,Regular Customers,0.316345913,-0.12617786
12609,78,3,1126.85,0,Regular Customers,0.434177848,0.071218186
12610,23,5,2099.54,1,Loyal Customers,2.190199094,0.31085694
12611,52,1,1193.32,0,Regular Customers,0.014989889,-0.412644078
12612,74,1,704.04,0,Regular Customers,-0.531660742,-0.457427074
12614,278,1,315.6,2,At-Risk Customers,-1.922538752,1.353772399
12615,2,4,2291.19,1,Loyal Customers,2.162094093,0.074742439
12616,95,2,713.3,0,Regular Customers,-0.325429595,-0.113486632
12617,29,1,352.98,0,Regular Customers,-0.612066358,-1.091352232
12618,22,1,177.31,0,Regular Customers,-0.731905888,-1.254934593
12620,15,3,1339.41,0,Regular Customers,0.945813081,-0.438425224
12622,232,1,180.1,2,At-Risk Customers,-1.806699736,0.825635314
12623,276,1,305.1,2,At-Risk Customers,-1.921588327,1.328336486
12624,106,2,641.13,0,Regular Customers,-0.445843575,-0.043315589
12625,212,2,2683.82,1,Loyal Customers,0.821435094,2.102407791
12628,4,3,786.46,0,Regular Customers,0.511997723,-0.844090532
12630,10,2,1270.88,0,Regular Customers,0.604955827,-0.655769624
12631,57,1,640.5,0,Regular Customers,-0.500787732,-0.659834089
12633,59,4,2163.98,1,Loyal Customers,1.756908959,0.570790078
12635,90,2,1689.18,0,Regular Customers,0.565431631,0.360754511
12638,33,1,671.69,0,Regular Customers,-0.3500185,-0.880703088
12639,239,1,486.1,2,At-Risk Customers,-1.571310057,1.059164192
12640,24,3,1174.58,0,Regular Customers,0.75350674,-0.437784361
12641,115,1,185.9,0,Regular Customers,-1.201365608,-0.329592317
12642,25,3,1013.26,0,Regular Customers,0.605351113,-0.514462488
12644,130,1,477.91,0,Regular Customers,-1.019418177,-0.024368936
12645,34,4,1775.18,1,Loyal Customers,1.540446282,0.114617233
12646,5,2,1346.97,0,Regular Customers,0.698066196,-0.664434778
12648,155,1,318.05,2,At-Risk Customers,-1.289395653,0.137344792
12649,107,3,623.51,0,Regular Customers,-0.160847247,0.088191777
12650,3,1,314.44,0,Regular Customers,-0.512859825,-1.369445161
12653,149,2,2209.85,1,Loyal Customers,0.724395086,1.22431212
12654,11,5,601.98,0,Regular Customers,0.92402546,-0.611669356
12657,11,4,1643.18,1,Loyal Customers,1.541401951,-0.1839335
12658,19,1,686.05,0,Regular Customers,-0.265469141,-1.011601088
12659,30,1,91.68,0,Regular Customers,-0.848863924,-1.221688403
12660,11,1,245.1,0,Regular Customers,-0.615375201,-1.327456328
12665,325,1,63,2,At-Risk Customers,-2.387595797,1.683521303
12667,58,1,620.13,0,Regular Customers,-0.523977552,-0.660866073
12669,151,3,2744.03,1,Loyal Customers,1.493485635,1.661864148
12670,10,5,2996.05,1,Loyal Customers,3.051729898,0.663298411
12673,5,2,610.52,0,Regular Customers,0.045132046,-1.059678493
12674,39,4,1970.6,1,Loyal Customers,1.688055787,0.268998486
12676,25,6,1331.39,1,Loyal Customers,1.804648145,0.049464373
12679,59,4,1113.02,0,Regular Customers,0.825131277,0.006752689
12680,1,4,862.81,0,Regular Customers,0.900826924,-0.701751997
12684,8,7,2283.63,1,Loyal Customers,3.041856371,0.52327753
12685,28,6,2863.08,1,Loyal Customers,3.14724993,0.901204714
12689,26,2,1247.61,0,Regular Customers,0.502247201,-0.509852821
12690,206,1,389.01,2,At-Risk Customers,-1.488104846,0.680345776
12691,28,6,1035.8,1,Loyal Customers,1.527189487,-0.079474132
12693,127,4,855.91,0,Regular Customers,0.248348935,0.541988386
12694,70,2,869.67,0,Regular Customers,-0.058546341,-0.2770734
12695,7,4,582.1,0,Regular Customers,0.621171291,-0.793003551
12697,29,3,957.59,0,Regular Customers,0.535474894,-0.504738515
12701,80,2,797.71,0,Regular Customers,-0.173644291,-0.216689998
12702,20,1,219,0,Regular Customers,-0.684683981,-1.25236077
12703,71,1,283.55,0,Regular Customers,-0.889076259,-0.712799955
12704,7,8,2340.84,1,Loyal Customers,3.40345642,0.675144552
12707,292,1,603.42,2,At-Risk Customers,-1.739176316,1.646846712
12708,30,10,2712.91,1,Loyal Customers,4.226842037,1.364664838
12710,97,3,1149.02,0,Regular Customers,0.356366642,0.271223118
12713,1,1,848.55,0,Regular Customers,-0.029059965,-1.102595542
12715,106,1,343.36,0,Regular Customers,-1.015593485,-0.334188568
12716,4,2,1053.49,0,Regular Customers,0.442997637,-0.831842253
12717,151,2,1030.98,2,At-Risk Customers,-0.331046872,0.611427688
12718,71,1,238.25,0,Regular Customers,-0.92923909,-0.737111912
12719,5,2,644.95,0,Regular Customers,0.075657571,-1.041200333
12721,32,6,2656.13,1,Loyal Customers,2.94324936,0.82973856
12722,85,4,997.63,0,Regular Customers,0.589450912,0.202233269
12723,4,5,725.07,0,Regular Customers,1.069065564,-0.614910876
12724,5,4,1031.41,0,Regular Customers,1.02978775,-0.571665055
12726,28,7,2609.1,1,Loyal Customers,3.227820103,0.895960211
12728,71,4,836.33,0,Regular Customers,0.518260692,-0.022939307
12729,114,1,453.01,0,Regular Customers,-0.959416915,-0.196137989
12732,180,1,236.26,2,At-Risk Customers,-1.490156524,0.340957735
12733,234,1,383.95,2,At-Risk Customers,-1.636226686,0.954839808
12735,315,2,779.57,2,At-Risk Customers,-1.395240734,2.100155669
12739,78,2,1013.04,0,Regular Customers,0.027526269,-0.120925709
12740,64,1,427.6,0,Regular Customers,-0.725453087,-0.704792499
12743,134,2,540.13,0,Regular Customers,-0.679025503,0.179688619
12750,129,1,275.88,0,Regular Customers,-1.193407466,-0.142696314
12754,236,3,3010.74,1,Loyal Customers,1.293913018,2.64653351
12756,87,1,112.08,0,Regular Customers,-1.123178517,-0.646420281
12758,117,2,2791.59,1,Loyal Customers,1.404318898,1.219713814
12759,52,3,1531.44,1,Loyal Customers,0.926261982,0.030947713
12762,8,2,1898.52,1,Loyal Customers,1.171679078,-0.338723597
12763,138,2,494.08,0,Regular Customers,-0.740372662,0.194575528
12764,317,1,1693.88,2,At-Risk Customers,-0.900624189,2.479591905
12769,239,1,1143.6,2,At-Risk Customers,-0.988372718,1.412036407
12770,211,1,1351.45,2,At-Risk Customers,-0.66045793,1.246377289
12772,60,1,892.47,0,Regular Customers,-0.292781493,-0.494903833
12775,17,5,1386.04,1,Loyal Customers,1.588391409,-0.131471863
12778,20,6,822.23,1,Loyal Customers,1.378877787,-0.273297305
12781,64,2,826.74,0,Regular Customers,-0.065828868,-0.359515479
12782,5,5,2330.92,1,Loyal Customers,2.487677051,0.25682954
12783,2,6,2225.91,1,Loyal Customers,2.715713072,0.30183438
12784,9,2,532.82,0,Regular Customers,-0.044275898,-1.061777752
12787,10,3,463.66,0,Regular Customers,0.195025234,-0.957931274
12789,65,1,91.85,0,Regular Customers,-1.028257778,-0.875085075
12790,192,1,324.92,2,At-Risk Customers,-1.473108999,0.507344619
12792,257,1,400.54,2,At-Risk Customers,-1.739504482,1.191451404
12794,53,2,860.41,0,Regular Customers,0.020451138,-0.450349002
12795,19,1,430.48,0,Regular Customers,-0.492056663,-1.148762384
12802,187,1,427.58,2,At-Risk Customers,-1.356441756,0.512939259
12808,37,3,483.65,0,Regular Customers,0.074242487,-0.679893558
12809,178,1,489.31,2,At-Risk Customers,-1.255543535,0.456965887
12811,261,3,514.85,2,At-Risk Customers,-1.047180978,1.554528485
12812,45,1,229.64,0,Regular Customers,-0.803496717,-0.999141775
12814,102,1,125.92,0,Regular Customers,-1.187855694,-0.490487341
12815,148,2,1063.46,0,Regular Customers,-0.286860675,0.599158271
12816,96,2,572.2,0,Regular Customers,-0.455658236,-0.179312932
12817,281,1,166.04,2,At-Risk Customers,-2.070527691,1.303206411
12818,262,1,1542.08,2,At-Risk Customers,-0.753068095,1.853603699
12820,3,4,942.34,0,Regular Customers,0.961078271,-0.639268527
12821,214,1,92.72,2,At-Risk Customers,-1.791833346,0.600533317
12822,71,2,948.88,0,Regular Customers,0.006551139,-0.224662016
12823,75,5,1759.5,1,Loyal Customers,1.621968807,0.643179592
12824,60,1,397.12,0,Regular Customers,-0.731957175,-0.760752124
12826,3,7,1474.72,1,Loyal Customers,2.350328649,0.039643691
12827,6,3,430.15,0,Regular Customers,0.185834759,-1.015517063
12828,3,6,1018.71,1,Loyal Customers,1.640283675,-0.336154762
12831,262,1,215.05,2,At-Risk Customers,-1.929608531,1.141402915
12832,32,2,383.03,0,Regular Customers,-0.295065655,-0.914460269
12833,145,1,417.38,2,At-Risk Customers,-1.150031551,0.091650535
12834,283,1,312.38,2,At-Risk Customers,-1.951042818,1.401545992
12836,59,4,2610.36,1,Loyal Customers,2.152668,0.810356769
12837,173,1,134.1,2,At-Risk Customers,-1.544822329,0.216827293
12838,34,2,671.95,0,Regular Customers,-0.049169823,-0.739599745
12840,144,4,2726.77,1,Loyal Customers,1.819839897,1.714361958
12842,70,2,1118.99,0,Regular Customers,0.162499951,-0.143266403
12843,66,8,1702.26,1,Loyal Customers,2.534632635,0.916546852
12844,29,2,325.96,0,Regular Customers,-0.330274195,-0.974790077
12845,267,4,354.09,2,At-Risk Customers,-0.91474133,1.658716089
12847,22,1,843.64,0,Regular Customers,-0.1411399,-0.897323424
12849,31,2,1010.29,0,Regular Customers,0.266190844,-0.587717838
12851,97,1,131.81,0,Regular Customers,-1.156984414,-0.536827977
12852,295,1,311.55,2,At-Risk Customers,-2.013336834,1.519904686
12853,135,6,1957.1,1,Loyal Customers,1.795117623,1.474313284
12854,79,3,1316.25,0,Regular Customers,0.59696942,0.182767197
12856,8,6,2170.78,1,Loyal Customers,2.636055925,0.331648855
12857,211,2,1106.4,2,At-Risk Customers,-0.571970448,1.245925408
12863,52,1,521.2,0,Regular Customers,-0.580909494,-0.773362668
12864,138,1,147.12,2,At-Risk Customers,-1.353734264,-0.122697123
12865,26,2,1568.23,0,Regular Customers,0.786507839,-0.337779985
12866,283,1,559.12,2,At-Risk Customers,-1.732283945,1.533968334
12868,186,6,1607.06,1,Loyal Customers,1.223151214,1.791368712
12871,84,2,380.64,0,Regular Customers,-0.563936562,-0.400924988
12872,327,2,599.97,2,At-Risk Customers,-1.616031644,2.12257069
12873,282,1,374,2,At-Risk Customers,-1.891280884,1.424716347
12875,143,2,343.23,2,At-Risk Customers,-0.899765001,0.163117904
12876,58,2,2218.02,1,Loyal Customers,1.198454477,0.327765422
12878,236,2,854.99,2,At-Risk Customers,-0.923115853,1.35850537
12879,45,3,573.22,0,Regular Customers,0.112616195,-0.55261967
12881,276,1,298,2,At-Risk Customers,-1.927883164,1.324526003
12882,9,2,1463.04,0,Regular Customers,0.780454096,-0.562540046
12883,25,4,703.47,0,Regular Customers,0.636440323,-0.549659536
12884,88,1,309.05,0,Regular Customers,-0.953675408,-0.530808544
12885,63,3,1175.22,0,Regular Customers,0.554010206,-0.051327408
12886,68,2,1378.4,0,Regular Customers,0.402751695,-0.023844917
12888,214,2,354.12,2,At-Risk Customers,-1.254328959,0.871886962
12890,24,1,376.72,0,Regular Customers,-0.565369327,-1.128112992
12891,186,3,331,2,At-Risk Customers,-0.825443408,0.713332527
12893,31,1,176.55,0,Regular Customers,-0.778748306,-1.166239366
12895,42,2,372.8,0,Regular Customers,-0.35543399,-0.82094713
12897,205,2,216.5,2,At-Risk Customers,-1.330173794,0.70892488
12902,265,1,138.68,2,At-Risk Customers,-2.012707457,1.130117106
12904,18,2,496.06,0,Regular Customers,-0.123035799,-0.992403285
12906,12,5,2919.81,1,Loyal Customers,2.973876075,0.642182025
12908,176,2,750,2,At-Risk Customers,-0.708408942,0.708137792
12909,40,5,2178.67,1,Loyal Customers,2.173148126,0.521630917
12912,3,5,1662.3,1,Loyal Customers,1.905140447,-0.121811334
12913,5,5,2483.63,1,Loyal Customers,2.623069236,0.338787131
12915,149,2,363.65,2,At-Risk Customers,-0.912439766,0.233479141
12916,139,4,2944.95,1,Loyal Customers,2.038926793,1.781954771
12917,128,1,594,0,Regular Customers,-0.906233475,0.018134457
12919,8,6,1335.19,1,Loyal Customers,1.895224578,-0.116802087
12920,17,1,162.78,0,Regular Customers,-0.719138913,-1.312234393
12922,161,1,405.38,2,At-Risk Customers,-1.242748232,0.243615809
12923,64,1,172.82,0,Regular Customers,-0.951340198,-0.841529811
12924,88,4,933.7,0,Regular Customers,0.517381249,0.197623855
12925,5,2,694.05,0,Regular Customers,0.11918947,-1.014848963
12928,35,5,2062.7,1,Loyal Customers,2.095978731,0.409889508
12929,312,1,117.85,2,At-Risk Customers,-2.272277982,1.584254136
12930,78,2,415.8,0,Regular Customers,-0.501984752,-0.441457119
12933,24,3,607.53,0,Regular Customers,0.250762073,-0.742113167
12935,2,7,2160.7,1,Loyal Customers,2.963646107,0.397900429
12936,17,4,1063.9,0,Regular Customers,0.997035137,-0.435423924
12937,15,4,1504.27,1,Loyal Customers,1.397725422,-0.218883417
12938,26,1,114.14,0,Regular Customers,-0.808431582,-1.249235778
12940,55,2,899.69,0,Regular Customers,0.045016967,-0.409467215
12942,131,3,675.6,0,Regular Customers,-0.237780705,0.353756135
12944,36,2,604.51,0,Regular Customers,-0.119221595,-0.755993277
12945,288,1,462.95,2,At-Risk Customers,-1.843197176,1.531856798
12947,144,6,1603.99,1,Loyal Customers,1.435882852,1.373906571
12948,16,7,2064.95,1,Loyal Customers,2.806936641,0.48511741
12950,2,3,1843,1,Loyal Customers,1.458982305,-0.296859116
12951,9,6,1064.07,1,Loyal Customers,1.649720632,-0.252408532
12952,6,4,1387.79,1,Loyal Customers,1.340623242,-0.370499919
12953,10,1,329.85,0,Regular Customers,-0.535106285,-1.291872384
12956,306,1,108.07,2,At-Risk Customers,-2.250169828,1.519603257
12962,7,2,266.39,0,Regular Customers,-0.270232171,-1.224568168
12963,8,8,1856.63,1,Loyal Customers,2.969027581,0.425175308
12965,89,1,769.81,0,Regular Customers,-0.550296951,-0.273623937
12966,10,1,160.18,0,Regular Customers,-0.685535149,-1.3829322
12968,112,1,135.95,0,Regular Customers,-1.230261579,-0.386100907
12970,7,4,405.47,0,Regular Customers,0.464571713,-0.887798713
12974,198,1,144.8,2,At-Risk Customers,-1.663581869,0.470078489
12976,212,1,738.6,2,At-Risk Customers,-1.208938571,0.927368529
12977,156,1,39.24,2,At-Risk Customers,-1.541717528,-0.002388782
12981,30,2,372.22,0,Regular Customers,-0.294390076,-0.940062555
12982,243,1,390.54,2,At-Risk Customers,-1.676552619,1.04747969
12984,19,1,97.5,0,Regular Customers,-0.787275636,-1.327468681
12985,1,2,1239.38,0,Regular Customers,0.623196635,-0.761778398
12987,74,2,558.7,0,Regular Customers,-0.354770701,-0.404365817
12988,292,1,505.82,2,At-Risk Customers,-1.825708155,1.594465985
12990,31,3,409.5,0,Regular Customers,0.039280411,-0.779091029
12991,23,2,503.76,0,Regular Customers,-0.141858229,-0.938769062
12993,23,4,414.76,0,Regular Customers,0.390730676,-0.724407356
12994,4,3,974.42,0,Regular Customers,0.678642442,-0.743214696
12995,85,1,211.32,0,Regular Customers,-1.024932969,-0.612960077
12997,22,4,1226.89,1,Loyal Customers,1.11589231,-0.298447455
12999,196,3,455.88,2,At-Risk Customers,-0.766023661,0.879357551
13000,107,3,534.85,0,Regular Customers,-0.239452912,0.040609039
13002,318,1,120.95,2,At-Risk Customers,-2.300308603,1.645319941
13003,106,3,149.05,0,Regular Customers,-0.576372079,-0.176345452
13005,174,2,513.7,2,At-Risk Customers,-0.907652055,0.561517779
13006,56,1,81.57,0,Regular Customers,-0.991203388,-0.969705335
13008,323,1,229.47,2,At-Risk Customers,-2.229744352,1.753063026
13012,9,8,1646.84,1,Loyal Customers,2.777898611,0.322483924
13016,73,3,789.89,0,Regular Customers,0.161079444,-0.159125855
13017,7,1,204,0,Regular Customers,-0.631294946,-1.389115578
13021,4,9,2616.38,1,Loyal Customers,3.96888682,0.924385926
13023,64,2,689.9,0,Regular Customers,-0.187150763,-0.432955835
13026,1,5,975.36,1,Loyal Customers,1.306361391,-0.510284328
13028,23,2,661.32,0,Regular Customers,-0.002166051,-0.854208536
13029,31,3,1247.5,0,Regular Customers,0.782248457,-0.32934667
13030,11,2,752.44,0,Regular Customers,0.140178782,-0.924109691
13032,52,2,1010.18,0,Regular Customers,0.158366573,-0.379869619
13034,55,2,642.77,0,Regular Customers,-0.18276746,-0.547353039
13035,74,2,921.88,0,Regular Customers,-0.032776507,-0.209451549
13037,138,3,881.07,0,Regular Customers,-0.091520593,0.533331791
13038,80,3,908.46,0,Regular Customers,0.230294301,-0.026188367
13040,9,2,676.99,0,Regular Customers,0.08354475,-0.984403475
13043,273,1,516.42,2,At-Risk Customers,-1.718843175,1.412048312
13044,291,1,560.47,2,At-Risk Customers,-1.7721258,1.613895627
13045,99,1,305.28,0,Regular Customers,-1.013446172,-0.423928057
13046,31,2,629.31,0,Regular Customers,-0.071584772,-0.792185148
13048,14,4,1819.41,1,Loyal Customers,1.682257355,-0.059651976
13049,64,2,656.68,0,Regular Customers,-0.216603505,-0.450784603
13052,212,1,348.15,2,At-Risk Customers,-1.555110258,0.717818786
13055,78,3,1214.41,0,Regular Customers,0.511808256,0.118210568
13058,25,3,271.4,0,Regular Customers,-0.052379525,-0.912609685
